,title,date,type,CVE,lien,description,CVSS,EPSS,version,product,editeur,CWE,base_severity
CERTFR-2023-AVI-0474,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-1382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0474/,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",,0.000090000,['Linux Kernel prior to Kernel 6.1 RC7'],Kernel,n/a,CWE-476,LOW
CERTFR-2023-AVI-0484,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-30633,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0484/,Uncontrolled recursion in Unmarshal in encoding/xml before Go 1.17.12 and Go 1.18.4 allows an attacker to cause a panic due to stack exhaustion via unmarshalling an XML document into a Go struct which has a nested field that uses the 'any' field tag.,,0.002180000,"['0', '1.18.0-0']",encoding/xml,Go standard library,Non disponible,LOW
CERTFR-2023-AVI-0488,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-28466,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0488/,"do_tls_getsockopt in net/tls/tls_main.c in the Linux kernel through 6.2.6 lacks a lock_sock call, leading to a race condition (with a resultant use-after-free or NULL pointer dereference).",,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0489,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-3566,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0489/,"A vulnerability, which was classified as problematic, was found in Linux Kernel. This affects the function tcp_getsockopt/tcp_setsockopt of the component TCP Handler. The manipulation leads to race condition. It is recommended to apply a patch to fix this issue. The identifier VDB-211089 was assigned to this vulnerability.",4.6,0.000440000,['n/a'],Kernel,Linux,CWE-362,MEDIUM
CERTFR-2023-AVI-0504,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-38751,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0504/,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",6.5,0.002110000,['unspecified'],SnakeYAML,snakeyaml,CWE-121,MEDIUM
CERTFR-2023-AVI-0507,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-1382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0507/,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",,0.000090000,['Linux Kernel prior to Kernel 6.1 RC7'],Kernel,n/a,CWE-476,LOW
CERTFR-2023-AVI-0512,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-1076,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0512/,"A flaw was found in the Linux Kernel. The tun/tap sockets have their socket UID hardcoded to 0 due to a type confusion in their initialization function. While it will be often correct, as tuntap devices require CAP_NET_ADMIN, it may not always be the case, e.g., a non-root user only having that capability. This would make tun/tap sockets being incorrectly treated in filtering/routing decisions, possibly bypassing network filters.",,0.000080000,['unknown'],Linux kernel,n/a,CWE-791,LOW
CERTFR-2023-AVI-0513,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2021-43138,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0513/,"In Async before 2.6.4 and 3.x before 3.2.2, a malicious user can obtain privileges via the mapValues() method, aka lib/internal/iterator.js createObjectIterator prototype pollution.",,0.001910000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0516,Multiples vulnérabilités dans Google Android,,Avis,CVE-2023-25012,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0516/,The Linux kernel through 6.1.9 has a Use-After-Free in bigben_remove in drivers/hid/hid-bigbenff.c via a crafted USB device because the LED controllers remain registered for too long.,,0.001230000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0517,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-1382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0517/,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",,0.000090000,['Linux Kernel prior to Kernel 6.1 RC7'],Kernel,n/a,CWE-476,LOW
CERTFR-2023-AVI-0526,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2022-2068,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0526/,"In addition to the c_rehash shell command injection identified in CVE-2022-1292, further circumstances where the c_rehash script does not properly sanitise shell metacharacters to prevent command injection were found by code review. When the CVE-2022-1292 was fixed it was not discovered that there are other places in the script where the file names of certificates being hashed were possibly passed to a command executed through the shell. This script is distributed by some operating systems in a manner where it is automatically executed. On such operating systems, an attacker could execute arbitrary commands with the privileges of the script. Use of the c_rehash script is considered obsolete and should be replaced by the OpenSSL rehash command line tool. Fixed in OpenSSL 3.0.4 (Affected 3.0.0,3.0.1,3.0.2,3.0.3). Fixed in OpenSSL 1.1.1p (Affected 1.1.1-1.1.1o). Fixed in OpenSSL 1.0.2zf (Affected 1.0.2-1.0.2ze).",,0.126940000,"['Fixed in OpenSSL 3.0.4 (Affected 3.0.0,3.0.1,3.0.2,3.0.3)', 'Fixed in OpenSSL 1.1.1p (Affected 1.1.1-1.1.1o)', 'Fixed in OpenSSL 1.0.2zf (Affected 1.0.2-1.0.2ze)']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0537,Multiples vulnérabilités dans les produits Juniper,,Avis,CVE-2022-29901,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0537/,Intel microprocessor generations 6 to 8 are affected by a new Spectre variant that is able to bypass their retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can hijack return instructions to achieve arbitrary speculative code execution under certain microarchitecture-dependent conditions.,5.6,0.000770000,['generations 6 to 8'],Intel Microprocessors,Intel,CWE-200,MEDIUM
CERTFR-2023-AVI-0543,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-29901,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0543/,Intel microprocessor generations 6 to 8 are affected by a new Spectre variant that is able to bypass their retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can hijack return instructions to achieve arbitrary speculative code execution under certain microarchitecture-dependent conditions.,5.6,0.000770000,['generations 6 to 8'],Intel Microprocessors,Intel,CWE-200,MEDIUM
CERTFR-2023-AVI-0544,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-3566,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0544/,"A vulnerability, which was classified as problematic, was found in Linux Kernel. This affects the function tcp_getsockopt/tcp_setsockopt of the component TCP Handler. The manipulation leads to race condition. It is recommended to apply a patch to fix this issue. The identifier VDB-211089 was assigned to this vulnerability.",4.6,0.000440000,['n/a'],Kernel,Linux,CWE-362,MEDIUM
CERTFR-2023-AVI-0545,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-2588,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0545/,It was discovered that the cls_route filter implementation in the Linux kernel would not remove an old filter from the hashtable before freeing it if its handle had the value 0.,5.3,0.558190000,['0'],linux,The Linux Kernel Organization,CWE-416,MEDIUM
CERTFR-2023-AVI-0561,Multiples vulnérabilités dans Oracle Database Server,,Avis,CVE-2023-23931,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0561/,"cryptography is a package designed to expose cryptographic primitives and recipes to Python developers. In affected versions `Cipher.update_into` would accept Python objects which implement the buffer protocol, but provide only immutable buffers. This would allow immutable objects (such as `bytes`) to be mutated, thus violating fundamental rules of Python and resulting in corrupted output. This now correctly raises an exception. This issue has been present since `update_into` was originally introduced in cryptography 1.8.",4.8,0.007170000,"['>=1.8, < 39.0.1']",cryptography,pyca,CWE-754,MEDIUM
CERTFR-2023-AVI-0563,Multiples vulnérabilités dans Oracle MySQL,,Avis,CVE-2023-24998,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0563/,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.




Note that, like all of the file upload limits, the
          new configuration option (FileUploadBase#setFileCountMax) is not
          enabled by default and must be explicitly configured.


",,0.016020000,"['11.0.0-M1', '10.0.0-M1', '9.0.0-M1', '8.5.0']",Apache Tomcat,Apache Software Foundation,CWE-770,LOW
CERTFR-2023-AVI-0564,Multiples vulnérabilités dans Oracle PeopleSoft,,Avis,CVE-2022-23491,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0564/,"Certifi is a curated collection of Root Certificates for validating the trustworthiness of SSL certificates while verifying the identity of TLS hosts. Certifi 2022.12.07 removes root certificates from ""TrustCor"" from the root store. These are in the process of being removed from Mozilla's trust store. TrustCor's root certificates are being removed pursuant to an investigation prompted by media reporting that TrustCor's ownership also operated a business that produced spyware. Conclusions of Mozilla's investigation can be found in the linked google group discussion.",6.8,0.000380000,['< 2022.12.07'],python-certifi,certifi,CWE-345,MEDIUM
CERTFR-2023-AVI-0567,Multiples vulnérabilités dans Oracle WebLogic,,Avis,CVE-2022-42890,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0567/,A vulnerability in Batik of Apache XML Graphics allows an attacker to run Java code from untrusted SVG via JavaScript. This issue affects Apache XML Graphics prior to 1.16. Users are recommended to upgrade to version 1.16.,,0.006750000,['Batik'],Apache XML Graphics,Apache Software Foundation,Non disponible,LOW
CERTFR-2023-AVI-0574,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-24999,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0574/,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",,0.033950000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0576,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-3564,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0576/,A vulnerability classified as critical was found in Linux Kernel. Affected by this vulnerability is the function l2cap_reassemble_sdu of the file net/bluetooth/l2cap_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-211087.,5.5,0.000450000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2023-AVI-0577,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0577/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2023-AVI-0578,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0578/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2023-AVI-0599,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-3303,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0599/,"A race condition flaw was found in the Linux kernel sound subsystem due to improper locking. It could lead to a NULL pointer dereference while handling the SNDCTL_DSP_SYNC ioctl. A privileged local user (root or member of the audio group) could use this flaw to crash the system, resulting in a denial of service condition",,0.000230000,['Fixed in kernel 6.0-rc5'],Linux kernel,n/a,CWE-667,LOW
CERTFR-2023-AVI-0615,Vulnérabilité dans Ivanti MobileIron Core et Endpoint Manager Mobile,,Avis,CVE-2023-35082,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0615/,"An authentication bypass vulnerability in Ivanti EPMM 11.10 and older, allows unauthorized users to access restricted functionality or resources of the application without proper authentication. This vulnerability is unique to CVE-2023-35078 announced earlier.",10,0.960390000,['11.10'],EPMM,Ivanti,Non disponible,CRITICAL
CERTFR-2023-AVI-0623,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-45869,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0623/,A race condition in the x86 KVM subsystem in the Linux kernel through 6.1-rc6 allows guest OS users to cause a denial of service (host OS crash or host OS memory corruption) when nested virtualisation and the TDP MMU are enabled.,,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0627,Multiples vulnérabilités dans IBM Spectrum,,Avis,CVE-2021-33655,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0627/,"When sending malicous data to kernel by ioctl cmd FBIOPUT_VSCREENINFO,kernel will write memory out of bounds.",,0.000420000,['5.18 5.19.0-rc1'],kernel,n/a,CWE-787,LOW
CERTFR-2023-AVI-0632,Multiples vulnérabilités dans les produits Schneider Electric,,Avis,CVE-2023-28355,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0632/,pas de description,,0.000470000,[],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0633,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2023-0286,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0633/,"There is a type confusion vulnerability relating to X.400 address processing
inside an X.509 GeneralName. X.400 addresses were parsed as an ASN1_STRING but
the public structure definition for GENERAL_NAME incorrectly specified the type
of the x400Address field as ASN1_TYPE. This field is subsequently interpreted by
the OpenSSL function GENERAL_NAME_cmp as an ASN1_TYPE rather than an
ASN1_STRING.

When CRL checking is enabled (i.e. the application sets the
X509_V_FLAG_CRL_CHECK flag), this vulnerability may allow an attacker to pass
arbitrary pointers to a memcmp call, enabling them to read memory contents or
enact a denial of service. In most cases, the attack requires the attacker to
provide both the certificate chain and CRL, neither of which need to have a
valid signature. If the attacker only controls one of these inputs, the other
input must already contain an X.400 address as a CRL distribution point, which
is uncommon. As such, this vulnerability is most likely to only affect
applications which have implemented their own functionality for retrieving CRLs
over a network.

",,0.910130000,"['3.0.0', '1.1.1', '1.0.2']",OpenSSL,OpenSSL,Non disponible,LOW
